bigger_id,c_users,geo
X391Y532,179,"POLYGON((16.9699678325035 52.4699339325671, 16.9773260310118 52.4700600182664, 16.9771199172128 52.4745536807484, 16.9697609701454 52.474427574706, 16.9699678325035 52.4699339325671))"
X382Y546,94541,"POLYGON((16.9067309960978 52.4058697721281, 16.9140782394771 52.4059996809025, 16.9138661739031 52.4104932142223, 16.9101921723967 52.4104283064143, 16.9065181848928 52.4103632845011, 16.9067309960978 52.4058697721281))"
X371Y552,9415,"POLYGON((16.8272399124671 52.3774509101059, 16.834582059737 52.3775857077783, 16.8343621413068 52.3820790311721, 16.8292221111568 52.3819847054602, 16.8270192498013 52.3819442117715, 16.8272399124671 52.3774509101059))"
X382Y528,1136,"POLYGON((16.9028917937257 52.4867523758861, 16.9102524885353 52.4868826623516, 16.9100394135309 52.4913761229251, 16.9026779695484 52.4912458154364, 16.9028917937257 52.4867523758861))"
X396Y561,153042,"POLYGON((17.0124250143486 52.3447333603381, 17.0126265867877 52.3402395015972, 17.0155613176482 52.3402888445815, 17.0199634298305 52.3403627224514, 17.0197626003544 52.3448566010501, 17.0124250143486 52.3447333603381))"
X396Y543,15524,"POLYGON((17.0161386083484 52.4257457348111, 17.0087876155483 52.4256221359725, 17.0089901462975 52.4211283489925, 17.016340392609 52.4212519279009, 17.0161386083484 52.4257457348111))"
X389Y531,520,"POLYGON((16.9621944119828 52.4787946288554, 16.9548348256154 52.4786675872903, 16.9550432400389 52.4741739900752, 16.9624020776884 52.4743010111457, 16.9621944119828 52.4787946288554))"
X382Y530,1331,"POLYGON((16.9031055614584 52.4822589322895, 16.9033192727664 52.4777654846466, 16.9106784698224 52.4778957290783, 16.9104655072926 52.4823891977359, 16.9031055614584 52.4822589322895))"
X391Y557,14600,"POLYGON((16.9749161957821 52.3620853188999, 16.9751216990984 52.3575915765732, 16.9758556515093 52.3576041549215, 16.9824612475267 52.3577171550316, 16.9822564878612 52.3622109175987, 16.9749161957821 52.3620853188999))"
X394Y539,1868,"POLYGON((16.9932691574248 52.4433485157059, 16.9934733964491 52.4388547847885, 17.0008265227507 52.4389793573686, 17.0006637336158 52.4425743584966, 17.0006230309639 52.4434731083795, 16.9932691574248 52.4433485157059))"
X388Y535,2203,"POLYGON((16.9485205580567 52.4560721647085, 16.9558763478785 52.4561995610497, 16.9556681533582 52.4606931743308, 16.9483116156262 52.4605657574379, 16.9485205580567 52.4560721647085))"
X385Y560,1115,"POLYGON((16.9390521059582 52.3434759060948, 16.9388430498899 52.3479695582015, 16.9315053155629 52.3478412875664, 16.9317151145811 52.3433476561275, 16.9390521059582 52.3434759060948))"
X390Y544,17404,"POLYGON((16.9722397196449 52.4205036045081, 16.9656247865151 52.4203899381079, 16.9648897966703 52.4203772856764, 16.965096751378 52.4158836158098, 16.972445928174 52.4160099142742, 16.9722397196449 52.4205036045081))"
X390Y553,11555,"POLYGON((16.9669568909445 52.3754404064942, 16.9742993609591 52.375566521839, 16.9741965077528 52.3778133854895, 16.9740936409967 52.3800602481383, 16.966750426568 52.3799341124632, 16.9669568909445 52.3754404064942))"
X369Y530,2417,"POLYGON((16.8147906689896 52.4806600569022, 16.8074314720615 52.4805238433661, 16.8076549156553 52.4760306756201, 16.8150133640686 52.4761668671837, 16.8148574836855 52.479312100417, 16.8147906689896 52.4806600569022))"
X385Y527,2,"POLYGON((16.9247624700996 52.4916353646454, 16.9321240822908 52.4917642988611, 16.9319131992488 52.4962578180326, 16.9245508376281 52.4961288630107, 16.9247624700996 52.4916353646454))"
X393Y548,4602,"POLYGON((16.9879627696139 52.3982861785285, 16.9953091259251 52.3984110267404, 16.9951665031327 52.4015566639724, 16.9951053710226 52.4029047936154, 16.9877582692607 52.4027799252731, 16.9879627696139 52.3982861785285))"
X393Y570,246,"POLYGON((16.9995756038316 52.3040409996071, 16.9922448567963 52.3039165731947, 16.992448175857 52.2994227384839, 16.9997781817396 52.2995471448552, 16.9995756038316 52.3040409996071))"
X375Y535,1421,"POLYGON((16.8526817148897 52.4588677288326, 16.8529003783632 52.4543744099748, 16.8536358815554 52.454387764476, 16.8602554362107 52.4545077492931, 16.86003752039 52.4590010896597, 16.8526817148897 52.4588677288326))"
X387Y544,12936,"POLYGON((16.9503985616558 52.4156296492285, 16.9501901146483 52.4201232781402, 16.9428403559936 52.4199955894512, 16.9430495491221 52.4155019811272, 16.9445193472233 52.4155275512701, 16.9503985616558 52.4156296492285))"
X368Y534,26,"POLYGON((16.8085481005598 52.4580579636075, 16.8083248927129 52.4625511477648, 16.8009687475675 52.4624145648993, 16.8010807327306 52.4601679843482, 16.8011927031206 52.4579214027704, 16.8085481005598 52.4580579636075))"
X375Y538,4209,"POLYGON((16.8533375322795 52.4453877600311, 16.853556022763 52.4408944289455, 16.8609088388326 52.4410277037638, 16.8608652947432 52.4419263746058, 16.8606910954118 52.4455210563451, 16.8533375322795 52.4453877600311))"
X384Y564,146,"POLYGON((16.9323441803424 52.3298667376228, 16.9250094718146 52.3297380945132, 16.9252197921852 52.3252444676736, 16.9325537585628 52.3253730900589, 16.9323441803424 52.3298667376228))"
X389Y527,36,"POLYGON((16.9615710858276 52.492275457909, 16.9613632006988 52.4967690595682, 16.9584181608142 52.4967182650791, 16.9540006174863 52.4966419359829, 16.9542092521225 52.492148354835, 16.9615710858276 52.492275457909))"
X395Y543,29,"POLYGON((17.0014366761653 52.4254980803874, 17.0016399533844 52.4210043134111, 17.0089901462975 52.4211283489925, 17.0087876155483 52.4256221359725, 17.0029068597591 52.4255229280438, 17.0014366761653 52.4254980803874))"
X386Y562,15,"POLYGON((16.9468056140719 52.3346163432425, 16.9465974106297 52.3391100239897, 16.9392611069933 52.3389822499609, 16.9394700530143 52.3344885897999, 16.9468056140719 52.3346163432425))"
X390Y527,156,"POLYGON((16.9687258388153 52.4968957252747, 16.9613632006988 52.4967690595682, 16.9615710858276 52.492275457909, 16.9689329744174 52.4924021031779, 16.9687258388153 52.4968957252747))"
X382Y525,3,"POLYGON((16.9096130947013 52.5003630319457, 16.9093998508365 52.5048564803925, 16.9020361581505 52.5047261098084, 16.9021859596255 52.5015807110458, 16.9022501517807 52.5002326823976, 16.9096130947013 52.5003630319457))"
X372Y531,0,"POLYGON((16.83728741587 52.4725287641401, 16.8370890611444 52.4765726973078, 16.8297304370102 52.4764378780359, 16.8299515766211 52.4719446405035, 16.8373094523757 52.4720794380283, 16.83728741587 52.4725287641401))"
X390Y540,90,"POLYGON((16.9714143415323 52.4384783253672, 16.9640614318785 52.4383519250254, 16.9642686050089 52.4338582712059, 16.9716207676981 52.433984651164, 16.9715382037654 52.4357821213262, 16.9714143415323 52.4384783253672))"
X369Y548,51,"POLYGON((16.8190118456809 52.3952887514961, 16.8187902053215 52.3997820149734, 16.811444451562 52.3996461962632, 16.8116668368991 52.3951529546785, 16.8160738351491 52.3952344875005, 16.8190118456809 52.3952887514961))"
X400Y553,1254,"POLYGON((17.040184986765 52.3811749494829, 17.0403840061525 52.3766810435145, 17.0477270092588 52.3768025995139, 17.047548564302 52.3808471327007, 17.0475287344724 52.3812965250786, 17.040184986765 52.3811749494829))"
X381Y529,4,"POLYGON((16.8955526095779 52.4861722896847, 16.8957456720489 52.4821282092489, 16.9031055614584 52.4822589322895, 16.9028917937257 52.4867523758861, 16.8955311553605 52.4866216317528, 16.8955526095779 52.4861722896847))"
X402Y555,936,"POLYGON((17.0552675427277 52.3724297504869, 17.0554649688395 52.3679357974739, 17.0628065875266 52.3680564026267, 17.062609905661 52.3725503750814, 17.0552675427277 52.3724297504869))"
X401Y557,63,"POLYGON((17.0483215202966 52.3633207990197, 17.0485195862632 52.3588268575885, 17.0558596650812 52.3589478795598, 17.0556623429513 52.3634418404982, 17.0527260076407 52.363393478598, 17.0483215202966 52.3633207990197))"
X360Y534,28,"POLYGON((16.7421447270059 52.4608561459037, 16.74235166708 52.4568124607899, 16.7497065863554 52.4569526782773, 16.7494773974444 52.461445684147, 16.7421217306308 52.4613054440426, 16.7421447270059 52.4608561459037))"
X373Y531,1,"POLYGON((16.8370890611444 52.4765726973078, 16.8373094523757 52.4720794380283, 16.8409884120749 52.4721466652761, 16.8446673862892 52.4722137781796, 16.8444477434579 52.4767070591326, 16.8370890611444 52.4765726973078))"
X385Y564,1623,"POLYGON((16.9323441803424 52.3298667376228, 16.9325537585628 52.3253730900589, 16.9398877800916 52.3255012573969, 16.9396789440407 52.3299949256119, 16.9323441803424 52.3298667376228))"
X369Y536,686,"POLYGON((16.8087712495218 52.4535647753477, 16.8089943396195 52.4490715829854, 16.8163483010802 52.449207642807, 16.8161259583158 52.4537008571152, 16.8087712495218 52.4535647753477))"
X380Y531,649,"POLYGON((16.8886010480662 52.4775036232297, 16.8888162000718 52.4730102137825, 16.8961745355796 52.4731413520894, 16.8959601321153 52.4776347826944, 16.8886010480662 52.4775036232297))"
X390Y528,342,"POLYGON((16.9615710858276 52.492275457909, 16.9617789160717 52.4877818522371, 16.9691400553322 52.4879084770726, 16.9689329744174 52.4924021031779, 16.9615710858276 52.492275457909))"
X382Y558,152604,"POLYGON((16.9166186723495 52.3520769659073, 16.9164284183143 52.3561211897127, 16.9164072761936 52.3565705477113, 16.9090682218268 52.3564408690715, 16.9092803612649 52.3519473081634, 16.9166186723495 52.3520769659073))"
X392Y572,366,"POLYGON((16.9855261828409 52.2903102362438, 16.99285465356 52.290435057069, 16.9926514414387 52.2949288997753, 16.9853222299747 52.294804058844, 16.9855261828409 52.2903102362438))"
X394Y572,462,"POLYGON((16.9999807063631 52.2950532861095, 17.0001831777207 52.2905594233701, 17.0075117551287 52.2906833351394, 17.0073100245533 52.2951772178388, 17.0021794962361 52.2950905133621, 16.9999807063631 52.2950532861095))"
X398Y554,6,"POLYGON((17.0256981574205 52.3764365636175, 17.0258986131354 52.3719426930832, 17.0332407668208 52.3720651412731, 17.0330410554745 52.3765590315465, 17.0256981574205 52.3764365636175))"
X367Y535,7311,"POLYGON((16.8011927031206 52.4579214027704, 16.7938373647632 52.4577843848223, 16.7940620087233 52.4532912406838, 16.801416599592 52.4534282365344, 16.8011927031206 52.4579214027704))"
X375Y553,4826,"POLYGON((16.8566523785664 52.3770886877145, 16.856826476589 52.3734939736181, 16.8641681102733 52.373626926523, 16.8639512261326 52.3781203401665, 16.8566088483275 52.3779873658311, 16.8566523785664 52.3770886877145))"
X397Y563,47641,"POLYGON((17.0277003407322 52.3314976792453, 17.027500359563 52.3359915855848, 17.0201642064394 52.3358688398705, 17.0203649301998 52.3313749533075, 17.0277003407322 52.3314976792453))"
X387Y537,6651,"POLYGON((16.9489382775639 52.4470849671882, 16.9487294453628 52.4515785679586, 16.9413744583592 52.4514507350387, 16.9415840380573 52.4469571548853, 16.9489382775639 52.4470849671882))"
X388Y537,1993,"POLYGON((16.9562925721562 52.4472123224386, 16.9560844874714 52.4517059437523, 16.9487294453628 52.4515785679586, 16.9489382775639 52.4470849671882, 16.9562925721562 52.4472123224386))"
X398Y556,4848,"POLYGON((17.0334404255616 52.3675712470251, 17.0290355735311 52.3674978446495, 17.026099016049 52.3674488185703, 17.0262993661799 52.3629549400789, 17.0336400317153 52.3630773488026, 17.0334404255616 52.3675712470251))"
X385Y559,143759,"POLYGON((16.938633938769 52.352463206281, 16.9312954612969 52.352334914974, 16.9315053155629 52.3478412875664, 16.9388430498899 52.3479695582015, 16.9387175898249 52.3506657475325, 16.938633938769 52.352463206281))"
X371Y538,5118,"POLYGON((16.831277189528 52.4449851294321, 16.823923858148 52.4448500053741, 16.8240567522766 52.4421540592449, 16.8241453366786 52.4403567610067, 16.8314979210774 52.4404918632748, 16.831277189528 52.4449851294321))"
X389Y540,10637,"POLYGON((16.9640614318785 52.4383519250254, 16.9567085768783 52.4382250677625, 16.9569164969542 52.4337314344003, 16.9642686050089 52.4338582712059, 16.9641235895554 52.4370038293008, 16.9640614318785 52.4383519250254))"
X390Y554,751,"POLYGON((16.9671633009353 52.3709466965141, 16.9745050267314 52.3710727915328, 16.9743199299745 52.3751171489887, 16.9742993609591 52.375566521839, 16.9669568909445 52.3754404064942, 16.9671633009353 52.3709466965141))"
X390Y566,8,"POLYGON((16.976763779114 52.3216414937233, 16.9694302268237 52.3215156220204, 16.9696359856706 52.3170218639125, 16.9769687960857 52.3171477153385, 16.976763779114 52.3216414937233))"
X390Y548,8318,"POLYGON((16.9730642276689 52.4025288195279, 16.9657172882312 52.4024025821403, 16.9659240248228 52.3979088962276, 16.9732702188667 52.3980351132644, 16.9730642276689 52.4025288195279))"
X366Y533,3,"POLYGON((16.7919165393138 52.466743193463, 16.7860311243819 52.4666331413583, 16.7862566347812 52.462140027623, 16.7936126615247 52.4622775248492, 16.7933878989867 52.4667706607645, 16.7919165393138 52.466743193463))"
X373Y551,8998,"POLYGON((16.8414858588336 52.3867067356428, 16.8417050907598 52.3822133946775, 16.8490480979647 52.3823473022794, 16.8488296105103 52.3868406648306, 16.8414858588336 52.3867067356428))"
X358Y534,20578,"POLYGON((16.727410579232 52.4610235924932, 16.7276420106933 52.4565306546954, 16.7349968084604 52.4566717862597, 16.7347661244944 52.4611647468218, 16.727410579232 52.4610235924932))"
X394Y571,541,"POLYGON((17.0071082409066 52.2996710965485, 16.9997781817396 52.2995471448552, 16.9999807063631 52.2950532861095, 17.0073100245533 52.2951772178388, 17.0071284216601 52.299221708857, 17.0071082409066 52.2996710965485))"
X400Y549,2703,"POLYGON((17.0393883845645 52.3991505336494, 17.039587613849 52.394656643564, 17.0469335965355 52.3947782779723, 17.0467351126361 52.3992721876699, 17.0393883845645 52.3991505336494))"
X376Y533,1357,"POLYGON((16.8671544322408 52.4640766865935, 16.8669588751513 52.4681207047105, 16.8596015162072 52.4679877581775, 16.8598195470622 52.4634944259545, 16.8671761579394 52.4636273510437, 16.8671544322408 52.4640766865935))"
X387Y526,1566,"POLYGON((16.939065427474 52.500879851086, 16.9392756165637 52.4963863152073, 16.9466380893754 52.4965143545267, 16.9464286499519 52.5010079110684, 16.939065427474 52.500879851086))"
X367Y552,1567,"POLYGON((16.8049909249268 52.3815370182808, 16.7976482671681 52.381400375382, 16.7978719065717 52.3769071613628, 16.8052138201768 52.37704378224, 16.8049909249268 52.3815370182808))"
X383Y562,2233,"POLYGON((16.9172525269485 52.3385961962564, 16.9174637005903 52.3341025982934, 16.9247990960785 52.3342317173175, 16.9245886649576 52.3387253360864, 16.9223878177286 52.3386866419393, 16.9172525269485 52.3385961962564))"
X374Y543,348,"POLYGON((16.8544294086705 52.4229210638463, 16.8470796364278 52.4227874183864, 16.8471891179596 52.4205407539383, 16.8472985850593 52.4182940884702, 16.8546476112419 52.4184277123827, 16.8544294086705 52.4229210638463))"
X391Y561,7053,"POLYGON((16.9830752030872 52.3442358433148, 16.9757378844387 52.3441103255531, 16.9759431714124 52.3396165672, 16.9832797471917 52.3397420647375, 16.9831161162165 52.3433370879195, 16.9830752030872 52.3442358433148))"
X382Y562,1982,"POLYGON((16.9172525269485 52.3385961962564, 16.9099164445388 52.3384666011752, 16.9101283606819 52.3339730240913, 16.915996628156 52.334076719867, 16.9174637005903 52.3341025982934, 16.9172525269485 52.3385961962564))"
X383Y547,91101,"POLYGON((16.9142902491585 52.401506143542, 16.9179635190953 52.4015709163543, 16.9216368029758 52.401635575096, 16.9214255387489 52.4061291333256, 16.9140782394771 52.4059996809025, 16.9142902491585 52.401506143542))"
X389Y533,404,"POLYGON((16.9628172446962 52.4653137636891, 16.9626096885865 52.4698073894236, 16.9552515994577 52.4696803888436, 16.955459903891 52.4651867835954, 16.9561956355013 52.4651995021859, 16.9628172446962 52.4653137636891))"
X386Y532,801,"POLYGON((16.9329670579081 52.4737901818812, 16.9331776627725 52.4692966425631, 16.9405355863536 52.4694250154055, 16.9403467180844 52.4734692196133, 16.9403257299516 52.4739185754351, 16.9329670579081 52.4737901818812))"
X372Y542,2018,"POLYGON((16.8321597665318 52.4270120402698, 16.8323582180875 52.4229680861926, 16.8323802653535 52.4225187577574, 16.8397299219233 52.422653316354, 16.8395101693174 52.4271466205652, 16.8321597665318 52.4270120402698))"
X384Y560,1563,"POLYGON((16.9241676364838 52.3477125615178, 16.9243781784325 52.3432189508198, 16.9317151145811 52.3433476561275, 16.9315053155629 52.3478412875664, 16.9241676364838 52.3477125615178))"
X390Y565,53,"POLYGON((16.9692244138193 52.3260093761181, 16.9694302268237 52.3215156220204, 16.976763779114 52.3216414937233, 16.9765587081798 52.326135268102, 16.9714246964478 52.3260471914977, 16.9692244138193 52.3260093761181))"
X385Y539,9391,"POLYGON((16.9346503417662 52.4378417545255, 16.9344401255295 52.4423353220459, 16.9300280899716 52.4422581535062, 16.9270867440459 52.4422066164212, 16.9272977073472 52.4377130696566, 16.9346503417662 52.4378417545255))"
X387Y551,27205,"POLYGON((16.9443035504894 52.38854024668, 16.9444914797223 52.3844959740191, 16.9445123579972 52.3840466101889, 16.9518561531767 52.3841741342926, 16.9516480904172 52.3886677913423, 16.9443035504894 52.38854024668))"
X391Y553,56669,"POLYGON((16.9740936409967 52.3800602481383, 16.9742993609591 52.375566521839, 16.9816418851636 52.3756921812837, 16.9816008943779 52.3765909309151, 16.9814369096344 52.3801859278397, 16.9740936409967 52.3800602481383))"
X382Y533,1976,"POLYGON((16.9113170202449 52.464415298854, 16.9111042262788 52.4689087796373, 16.9037465261877 52.4687785772223, 16.903810594751 52.4674305397127, 16.9039600683406 52.464285117441, 16.9113170202449 52.464415298854))"
X398Y561,137397,"POLYGON((17.0271002392458 52.3449793863293, 17.0273003257403 52.3404854879462, 17.0346372743221 52.3406077980741, 17.0344379308276 52.3451017161684, 17.0337041593039 52.3450895036796, 17.0271002392458 52.3449793863293))"
X385Y538,13194,"POLYGON((16.9344401255295 52.4423353220459, 16.9342298538331 52.4468288855375, 16.9334944384588 52.4468160334656, 16.9268757250882 52.4467001591529, 16.9270867440459 52.4422066164212, 16.9344401255295 52.4423353220459))"
X366Y546,3846,"POLYGON((16.796305192581 52.4083595731871, 16.78895812484 52.4082223417713, 16.7891828634163 52.4037291745344, 16.7965291858496 52.4038663838284, 16.796305192581 52.4083595731871))"
X380Y549,43986,"POLYGON((16.8924651131943 52.3966216328779, 16.892679246219 52.3921281504583, 16.9000241416265 52.3922589086564, 16.8998107536053 52.3967524121567, 16.8924651131943 52.3966216328779))"
X374Y557,65357,"POLYGON((16.850357814717 52.3553870413163, 16.8569625538625 52.3555070522483, 16.8576964166331 52.3555203640224, 16.8574790175322 52.3600137725327, 16.8501396722972 52.3598804283401, 16.850357814717 52.3553870413163))"
X399Y557,4687,"POLYGON((17.0409807498194 52.3631993017854, 17.0336400317153 52.3630773488026, 17.0337597701734 52.3603810079614, 17.0338395853003 52.3585834466057, 17.0411795596044 52.3587053799346, 17.0409807498194 52.3631993017854))"
X375Y531,1027,"POLYGON((16.8593834278048 52.4724810863285, 16.8591652818346 52.4769744104075, 16.8518064837537 52.4768409635019, 16.8520253781646 52.472347660949, 16.8593834278048 52.4724810863285))"
X387Y527,1535,"POLYGON((16.9468474734997 52.4920207939638, 16.9467427883487 52.4942675747479, 16.9466380893754 52.4965143545267, 16.9392756165637 52.4963863152073, 16.9394857501567 52.4918927753032, 16.9468474734997 52.4920207939638))"
X374Y552,3993,"POLYGON((16.8492665278628 52.3778539356491, 16.8566088483275 52.3779873658311, 16.8563911627257 52.3824807539695, 16.8512510113585 52.3823873856575, 16.8490480979647 52.3823473022794, 16.8492665278628 52.3778539356491))"
X394Y555,7919,"POLYGON((17.0040751049902 52.3670787983952, 17.0038724696694 52.3715726132626, 17.0031382731331 52.3715602066095, 16.9965305283632 52.3714483415973, 16.9967339077824 52.3669545467585, 17.0040751049902 52.3670787983952))"
X366Y532,681,"POLYGON((16.7858055544653 52.4711262509773, 16.7860311243819 52.4666331413583, 16.7933878989867 52.4667706607645, 16.7931630771286 52.4712637925681, 16.7887485563971 52.4711813224919, 16.7858055544653 52.4711262509773))"
X400Y557,2645,"POLYGON((17.0409807498194 52.3631993017854, 17.0411795596044 52.3587053799346, 17.0485195862632 52.3588268575885, 17.0483215202966 52.3633207990197, 17.0409807498194 52.3631993017854))"
X384Y529,8,"POLYGON((16.924974046699 52.4871418622465, 16.9176132395922 52.487012491141, 16.9178255093542 52.4825190055801, 16.9251855674459 52.482648355814, 16.9250586616989 52.4853444601576, 16.924974046699 52.4871418622465))"
X385Y551,8143,"POLYGON((16.9369590655923 52.3884122459284, 16.9296146359217 52.3882837890954, 16.929740820739 52.385587632487, 16.9298249328681 52.3837901939416, 16.9371686178291 52.3839186300693, 16.9369590655923 52.3884122459284))"
X373Y536,3332,"POLYGON((16.8384105365568 52.4496130803554, 16.8435584668802 52.4497070906362, 16.8457647314249 52.449747312205, 16.8455453781993 52.4542406135609, 16.8381904359158 52.4541063600597, 16.8384105365568 52.4496130803554))"
X378Y543,16299,"POLYGON((16.8764790698649 52.4233192607089, 16.8766950341352 52.4188258450441, 16.8840442892272 52.4189576428788, 16.8838290710974 52.423451079797, 16.8764790698649 52.4233192607089))"
X398Y558,17836,"POLYGON((17.033105590757 52.3585712282109, 17.0264996635465 52.3584610576091, 17.0266999081674 52.3539671711609, 17.0340390863351 52.3540895404343, 17.0338395853003 52.3585834466057, 17.033105590757 52.3585712282109))"
X387Y546,16112,"POLYGON((16.9432586871038 52.4110083687792, 16.9434677699582 52.4065147524071, 16.944937269732 52.4065403143057, 16.9508152908388 52.4066423793454, 16.9506069537129 52.4111360162969, 16.9432586871038 52.4110083687792))"
X389Y548,10000,"POLYGON((16.9615163345349 52.3978329470004, 16.9659240248228 52.3979088962276, 16.9657172882312 52.4024025821403, 16.9583704032939 52.4022758884198, 16.9585778852601 52.3977822229313, 16.9615163345349 52.3978329470004))"
X374Y531,3,"POLYGON((16.8446673862892 52.4722137781796, 16.8520253781646 52.472347660949, 16.8519816039042 52.4732463217857, 16.8518064837537 52.4768409635019, 16.8444477434579 52.4767070591326, 16.8446673862892 52.4722137781796))"
X397Y556,4925,"POLYGON((17.0189587534087 52.3628320756218, 17.0262993661799 52.3629549400789, 17.026099016049 52.3674488185703, 17.0187576593191 52.3673259343087, 17.0189587534087 52.3628320756218))"
X380Y541,10764,"POLYGON((16.8909646005568 52.4280758963163, 16.8983154614828 52.4282068232805, 16.8981016229461 52.432700294386, 16.8907500154471 52.4325693463068, 16.8908143969221 52.4312213117353, 16.8909646005568 52.4280758963163))"
X364Y532,0,"POLYGON((16.7713177539205 52.4663567308304, 16.7786744092941 52.4664951647107, 16.7784480913401 52.4709882520716, 16.7710906879501 52.4708497958595, 16.7713177539205 52.4663567308304))"
X381Y546,67530,"POLYGON((16.8991702519909 52.410232898363, 16.8993838088072 52.4057394070102, 16.9067309960978 52.4058697721281, 16.9065181848928 52.4103632845011, 16.8991702519909 52.410232898363))"
X373Y532,1,"POLYGON((16.8446673862892 52.4722137781796, 16.8373094523757 52.4720794380283, 16.837529785448 52.4675861746637, 16.8448869711586 52.4677204931458, 16.8446673862892 52.4722137781796))"
X383Y527,770,"POLYGON((16.9098262822595 52.4958695794565, 16.9100394135309 52.4913761229251, 16.9174009137805 52.4915059726641, 16.9171885318991 52.4959994501493, 16.9098262822595 52.4958695794565))"
X370Y547,481,"POLYGON((16.8185685065414 52.4042752743538, 16.8187902053215 52.3997820149734, 16.8261360175018 52.3999173775114, 16.8259150639159 52.4044106587155, 16.8185685065414 52.4042752743538))"
X376Y537,974,"POLYGON((16.8680013098536 52.4465525700151, 16.8678276624027 52.4501472656388, 16.8604732945445 52.4500144048549, 16.8606910954118 52.4455210563451, 16.8680447159905 52.4456538957025, 16.8680013098536 52.4465525700151))"
X368Y544,8781,"POLYGON((16.803429012578 52.4129895556099, 16.8107769437681 52.4131258964088, 16.8105543238406 52.4176191215875, 16.8032056469093 52.4174827588049, 16.8032950002431 52.4156854780197, 16.803429012578 52.4129895556099))"
X363Y531,722,"POLYGON((16.763733344492 52.4707108823495, 16.7710906879501 52.4708497958595, 16.7708635620476 52.4753428567632, 16.7635054703972 52.4752039208432, 16.763733344492 52.4707108823495))"
X372Y557,8639,"POLYGON((16.8356807833858 52.3551190294968, 16.8430192702362 52.3552532631384, 16.8429754977035 52.3561519365578, 16.8428003845176 52.3597466286024, 16.8354611543887 52.3596123733278, 16.8356807833858 52.3551190294968))"
X373Y534,228,"POLYGON((16.8377500603819 52.463092907214, 16.8379702771977 52.4585996356793, 16.8445903954949 52.4587205038928, 16.8453259670933 52.4587339108364, 16.8451064980865 52.4632272040314, 16.8377500603819 52.463092907214))"
X393Y561,17501,"POLYGON((16.990616376814 52.3398671069536, 16.9979530600842 52.3399916938407, 16.9979124526992 52.3408904579214, 16.997750001775 52.3444855126463, 16.9904125755978 52.3443609056817, 16.990616376814 52.3398671069536))"
X372Y546,1672,"POLYGON((16.8403888322151 52.409173379216, 16.8359803737976 52.4090927378607, 16.833041413115 52.4090388856893, 16.8332616795356 52.4045455868232, 16.8406083532047 52.4046800586688, 16.8403888322151 52.409173379216))"
X391Y563,1140,"POLYGON((16.9836886738901 52.3307544955759, 16.983484237453 52.3352482821579, 16.9761484043479 52.3351228048404, 16.9762510005572 52.3328759221581, 16.9763535832641 52.3306290384743, 16.9836886738901 52.3307544955759))"
X367Y541,2548,"POLYGON((16.802535196449 52.4309623437524, 16.7951843400738 52.4308254583221, 16.7954086287997 52.4263322895165, 16.8027587388655 52.4264691528762, 16.8026916823298 52.4278171105703, 16.802535196449 52.4309623437524))"
X386Y554,15049,"POLYGON((16.9376084978501 52.3744820236547, 16.9377969433738 52.3704377583254, 16.9451384505295 52.370565676574, 16.944929807998 52.3750593251358, 16.9375875567005 52.3749313862676, 16.9376084978501 52.3744820236547))"
X394Y548,2460,"POLYGON((16.9965747978272 52.4029297125205, 16.9951053710226 52.4029047936154, 16.9953091259251 52.3984110267404, 17.0026555359332 52.3985354186621, 17.0024525265003 52.403029205594, 16.9965747978272 52.4029297125205))"
X394Y556,4905,"POLYGON((16.9967339077824 52.3669545467585, 16.9969372336363 52.362460747925, 17.0013414992063 52.3625353415772, 17.0042776869414 52.3625849795373, 17.0040751049902 52.3670787983952, 16.9967339077824 52.3669545467585))"
X398Y546,18109,"POLYGON((17.024092608631 52.4123873846578, 17.0242533159017 52.4087923140129, 17.0242934874236 52.4078935459538, 17.0316416015433 52.4080161521682, 17.0314414686874 52.4125100106433, 17.024092608631 52.4123873846578))"
X390Y568,1618,"POLYGON((16.9699445224371 52.3102812192313, 16.9700473409678 52.3080343356658, 16.9773786682167 52.3081601465503, 16.9771737591136 52.3126539329474, 16.969841690379 52.3125281017942, 16.9699445224371 52.3102812192313))"
X382Y549,12587,"POLYGON((16.9071564502615 52.396882735247, 16.9073690932596 52.3923892107392, 16.9139795976402 52.3925060926288, 16.9147141009222 52.392519056699, 16.914502202967 52.3970126021408, 16.9071564502615 52.396882735247))"
X398Y557,5257,"POLYGON((17.0262993661799 52.3629549400789, 17.0264996635465 52.3584610576091, 17.0338395853003 52.3585834466057, 17.0336400317153 52.3630773488026, 17.0277674950721 52.3629794582826, 17.0262993661799 52.3629549400789))"
X383Y542,20045,"POLYGON((16.9205799246814 52.4241033258779, 16.9203683817768 52.4285968639241, 16.9130173522892 52.4284673070925, 16.9130385837425 52.4280179555587, 16.9132296416297 52.4239737899364, 16.9205799246814 52.4241033258779))"
X366Y530,9422,"POLYGON((16.7929381959293 52.4757569202599, 16.792713255368 52.4802500438397, 16.7905055433125 52.4802088160817, 16.785354235997 52.4801124578663, 16.7855799250107 52.47561935648, 16.7929381959293 52.4757569202599))"
X364Y533,128,"POLYGON((16.7714085635324 52.4645595036637, 16.7715447599799 52.4618636616761, 16.778900667534 52.4620020732291, 16.7786744092941 52.4664951647107, 16.7713177539205 52.4663567308304, 16.7714085635324 52.4645595036637))"
