bigger_id,c_users,geo
X382Y561,2884,"POLYGON((16.9128508708183 52.3385184938373, 16.9172525269485 52.3385961962564, 16.9170412977075 52.3430897901798, 16.9097044726013 52.3429601742152, 16.9099164445388 52.3384666011752, 16.9128508708183 52.3385184938373))"
X389Y542,27368,"POLYGON((16.9646827873857 52.4248709515314, 16.9644757235049 52.4293646133746, 16.9571243621991 52.4292377970221, 16.9572490550351 52.4265416126675, 16.9573321726321 52.424744155628, 16.9646827873857 52.4248709515314))"
X367Y542,2157,"POLYGON((16.79554317365 52.42363638626, 16.7956328583925 52.4218391166002, 16.8029822223454 52.4219759578937, 16.8027587388655 52.4264691528762, 16.7954086287997 52.4263322895165, 16.79554317365 52.42363638626))"
X372Y539,2421,"POLYGON((16.8388505636887 52.4406265086928, 16.8314979210774 52.4404918632748, 16.8317185944142 52.4359985930286, 16.8390704902205 52.4361332167346, 16.8388505636887 52.4406265086928))"
X395Y556,4239,"POLYGON((17.0116181935974 52.3627087554387, 17.0114163555677 52.3672025942478, 17.0040751049902 52.3670787983952, 17.0042776869414 52.3625849795373, 17.0116181935974 52.3627087554387))"
X370Y536,627,"POLYGON((16.8161259583158 52.4537008571152, 16.8163483010802 52.449207642807, 16.8237023211878 52.4493432456481, 16.8235028879492 52.4533871583948, 16.8234807257773 52.4538364818286, 16.8161259583158 52.4537008571152))"
X378Y533,1391,"POLYGON((16.8816737648938 52.4683852257703, 16.8743162914458 52.4682531939109, 16.874532826147 52.4637598188739, 16.8818895514878 52.4638918294368, 16.8816737648938 52.4683852257703))"
X368Y531,3673,"POLYGON((16.8078783002813 52.4715375037712, 16.8076549156553 52.4760306756201, 16.8002965262098 52.4758940266427, 16.8005206591329 52.4714008768355, 16.8078783002813 52.4715375037712))"
X371Y534,3929,"POLYGON((16.8230373595236 52.4628229419087, 16.8232590718961 52.4583297139155, 16.8306146453997 52.4584649033696, 16.8303936807953 52.4629581531703, 16.8230373595236 52.4628229419087))"
X392Y534,5116,"POLYGON((16.9850948517839 52.4611982690108, 16.9848895949378 52.4656919597622, 16.9775320904167 52.4655663517802, 16.9775732957721 52.4646676180025, 16.9777380954468 52.46107268129, 16.9850948517839 52.4611982690108))"
X396Y551,3039,"POLYGON((17.0177513938236 52.3897951680046, 17.0104063674357 52.3896717284943, 17.0106084715221 52.3851779096184, 17.017952752991 52.3853013292307, 17.0177513938236 52.3897951680046))"
X381Y538,14886,"POLYGON((16.8976737766424 52.4416872244478, 16.9050269343203 52.4418177578464, 16.9048136736963 52.4463112378568, 16.9004013240155 52.4462329600252, 16.8974597688359 52.446180683404, 16.8976737766424 52.4416872244478))"
X384Y553,5545,"POLYGON((16.9302453605715 52.3748029915382, 16.9300351744116 52.3792965947559, 16.922692289348 52.3791677234027, 16.9227555743206 52.3778196490923, 16.9229032198066 52.3746741409554, 16.9302453605715 52.3748029915382))"
X381Y544,28383,"POLYGON((16.9063053175795 52.4148567928291, 16.9060923941381 52.419350297112, 16.9002128498664 52.4192459910837, 16.898742969425 52.4192198689207, 16.8989566388701 52.4147263856666, 16.9063053175795 52.4148567928291))"
X377Y546,6223,"POLYGON((16.8699956244533 52.4052133832645, 16.8773425854283 52.4053455736759, 16.877169955154 52.4089403162822, 16.877126791897 52.4098390015275, 16.8697790853901 52.4097067898021, 16.8699956244533 52.4052133832645))"
X396Y542,16047,"POLYGON((17.0085850313819 52.4301159189653, 17.0087876155483 52.4256221359725, 17.0161386083484 52.4257457348111, 17.015977142622 52.4293407774713, 17.0159367708672 52.430239537738, 17.0085850313819 52.4301159189653))"
X377Y551,5934,"POLYGON((16.8782051910232 52.3873718216494, 16.8708612102156 52.3872397164509, 16.8709044655577 52.3863410314024, 16.8710774641336 52.3827462895821, 16.8784207003889 52.3828783734882, 16.8782051910232 52.3873718216494))"
X370Y551,4076,"POLYGON((16.8270192498013 52.3819442117715, 16.8267985289922 52.3864375093449, 16.8194549512191 52.3863022122513, 16.819676416439 52.3818089364838, 16.82334782584 52.381876631113, 16.8270192498013 52.3819442117715))"
X387Y543,13928,"POLYGON((16.9501901146483 52.4201232781402, 16.9499816126711 52.4246169030319, 16.9426311076991 52.424489193751, 16.9426520350116 52.4240398335021, 16.9428403559936 52.4199955894512, 16.9501901146483 52.4201232781402))"
X385Y558,4571,"POLYGON((16.9310855517637 52.3568285383501, 16.9312954612969 52.352334914974, 16.938633938769 52.352463206281, 16.9384247725763 52.3569568503332, 16.9310855517637 52.3568285383501))"
X370Y533,27,"POLYGON((16.8228155886393 52.467316165808, 16.8154585779351 52.4671804754512, 16.8156810967639 52.4626872734374, 16.8230373595236 52.4628229419087, 16.8228155886393 52.467316165808))"
X371Y554,3830,"POLYGON((16.8276810634507 52.3684642944989, 16.8342876542894 52.3685855938103, 16.8350217228361 52.368599048728, 16.83480192024 52.3730923802969, 16.8274605170101 52.3729576043484, 16.8276810634507 52.3684642944989))"
X366Y553,7,"POLYGON((16.7980954870702 52.3724139432339, 16.7978719065717 52.3769071613628, 16.7905300518718 52.3767700847053, 16.7907543763077 52.3722768886669, 16.79222259374 52.3723043360364, 16.7980954870702 52.3724139432339))"
X375Y555,61449,"POLYGON((16.8646017072005 52.3646400870257, 16.8643849372892 52.3691335088094, 16.8570440475302 52.3690005773307, 16.8572398123851 52.3649565171884, 16.8572615611712 52.3645071769689, 16.8646017072005 52.3646400870257))"
X394Y560,191620,"POLYGON((16.997750001775 52.3444855126463, 17.0050874814238 52.344609664201, 17.0049053520281 52.3486541157182, 17.0048851127641 52.3491034990206, 16.9975468899944 52.3489793274576, 16.997750001775 52.3444855126463))"
X384Y533,873,"POLYGON((16.9260310923018 52.4646742897494, 16.9258197947683 52.4691678123156, 16.918461982538 52.469038524671, 16.9186740282977 52.4645450229595, 16.9260310923018 52.4646742897494))"
X368Y532,8944,"POLYGON((16.8005206591329 52.4714008768355, 16.8007447329119 52.466907722921, 16.8081016259603 52.4670443278194, 16.8078783002813 52.4715375037712, 16.8005206591329 52.4714008768355))"
X386Y548,46043,"POLYGON((16.9436767977047 52.4020211320111, 16.936330077445 52.4018930693385, 16.9365397954196 52.3973994655631, 16.9438857703625 52.3975275075912, 16.9436767977047 52.4020211320111))"
X398Y543,4,"POLYGON((17.0234896543691 52.4258688768955, 17.0236906921224 52.4213750501287, 17.0295709699065 52.4214732190958, 17.0310410446413 52.4214977156683, 17.030840753414 52.4259915622182, 17.0234896543691 52.4258688768955))"
X393Y543,2772,"POLYGON((16.9869397285393 52.4207548722597, 16.9942898140662 52.4208798211643, 16.9940857903961 52.4253735680634, 16.986734958437 52.4252485990081, 16.9869192539588 52.4212042451146, 16.9869397285393 52.4207548722597))"
X399Y552,750,"POLYGON((17.0327214078547 52.3837492477167, 17.0328412915041 52.3810529178453, 17.040184986765 52.3811749494829, 17.0399859149308 52.3856688514807, 17.0326414748913 52.3855468001694, 17.0327214078547 52.3837492477167))"
X360Y532,866,"POLYGON((16.7417306994017 52.468943506063, 16.7418917335045 52.4657984231519, 16.7492481480529 52.465938685878, 16.7490188381599 52.47043168347, 16.7416616756797 52.4702913981176, 16.7417306994017 52.468943506063))"
X371Y540,28929,"POLYGON((16.8317185944142 52.4359985930286, 16.8265723019624 52.4359040846518, 16.8243667568 52.435863512546, 16.8245881185328 52.431370259992, 16.8319392095588 52.4315053186935, 16.8317185944142 52.4359985930286))"
X379Y542,575,"POLYGON((16.883613796211 52.4279445126572, 16.8838290710974 52.423451079797, 16.885299078161 52.4234773888213, 16.8911791290865 52.4235824422719, 16.8909646005568 52.4280758963163, 16.883613796211 52.4279445126572))"
X387Y566,1609,"POLYGON((16.9547632849105 52.321262513583, 16.9474298956773 52.321135276864, 16.9474922967319 52.3197871682349, 16.947637880036 52.3166415800257, 16.954970527451 52.3167687962483, 16.9547632849105 52.321262513583))"
X384Y563,1802,"POLYGON((16.9323441803424 52.3298667376228, 16.9321345469515 52.3343603811556, 16.9247990960785 52.3342317173175, 16.9250094718146 52.3297380945132, 16.9323441803424 52.3298667376228))"
X383Y531,345,"POLYGON((16.9108913761445 52.4734022563787, 16.9182498808074 52.473532022345, 16.9180589413783 52.4775761667995, 16.918037723086 52.4780255159814, 16.9106784698224 52.4778957290783, 16.9108913761445 52.4734022563787))"
X401Y559,14,"POLYGON((17.0560569352474 52.354453914659, 17.0487176000705 52.3543329121908, 17.048915561737 52.3498389628266, 17.0562541534681 52.3499599457956, 17.0560766594067 52.3540045179509, 17.0560569352474 52.354453914659))"
X384Y540,14700,"POLYGON((16.9258271871335 52.4376872778567, 16.919945128565 52.4375839279058, 16.9201567830778 52.4330903979334, 16.9275086150115 52.4332195188592, 16.9272977073472 52.4377130696566, 16.9258271871335 52.4376872778567))"
X365Y533,44,"POLYGON((16.7786744092941 52.4664951647107, 16.778900667534 52.4620020732291, 16.7862566347812 52.462140027623, 16.7860311243819 52.4666331413583, 16.7786744092941 52.4664951647107))"
X395Y549,447,"POLYGON((17.010204210082 52.3941655433835, 17.0100019994422 52.3986593542858, 17.0026555359332 52.3985354186621, 17.0026961313991 52.3976366607968, 17.0028584918653 52.3940416277392, 17.010204210082 52.3941655433835))"
X383Y558,156656,"POLYGON((16.923957039092 52.3522061681801, 16.9237463862377 52.3566997708068, 16.9164072761936 52.3565705477113, 16.9166186723495 52.3520769659073, 16.9232231999187 52.3521932684492, 16.923957039092 52.3522061681801))"
X399Y556,605,"POLYGON((17.0334404255616 52.3675712470251, 17.0336400317153 52.3630773488026, 17.0409807498194 52.3631993017854, 17.0409608659607 52.3636486937521, 17.0407818876614 52.3676932196656, 17.0334404255616 52.3675712470251))"
X395Y553,24,"POLYGON((17.0036495091522 52.3765158050076, 17.0036697809602 52.3760664241393, 17.0110125199675 52.3761902599064, 17.0108105223598 52.3806840867557, 17.0034670388439 52.3805602310255, 17.0036495091522 52.3765158050076))"
X390Y560,170855,"POLYGON((16.9757378844387 52.3441103255531, 16.9755325434077 52.3486040798997, 16.9681945357707 52.3484780864497, 16.9684006198473 52.3439843524045, 16.9750041555437 52.3440977487306, 16.9757378844387 52.3441103255531))"
X371Y543,2,"POLYGON((16.8250306669145 52.4223837426047, 16.8250970290448 52.4210357635845, 16.8252518536043 52.4178904777716, 16.8326007060443 52.4180254711564, 16.8323802653535 52.4225187577574, 16.8250306669145 52.4223837426047))"
X377Y533,2189,"POLYGON((16.8669588751513 52.4681207047105, 16.8671761579394 52.4636273510437, 16.874532826147 52.4637598188739, 16.8743162914458 52.4682531939109, 16.8669588751513 52.4681207047105))"
X367Y553,1977,"POLYGON((16.8054366567172 52.3725505420939, 16.8052138201768 52.37704378224, 16.7978719065717 52.3769071613628, 16.7980731316705 52.3728632652317, 16.7980954870702 52.3724139432339, 16.8054366567172 52.3725505420939))"
X382Y536,8048,"POLYGON((16.911955065332 52.4509348322543, 16.9117424397518 52.4554283251624, 16.90438698363 52.4552981857406, 16.9046003568062 52.4508047138216, 16.911955065332 52.4509348322543))"
X383Y546,78728,"POLYGON((16.9138661739031 52.4104932142223, 16.9140782394771 52.4059996809025, 16.9155476948663 52.4060256078955, 16.9214255387489 52.4061291333256, 16.9212142188255 52.4106226875187, 16.9138661739031 52.4104932142223))"
X395Y539,2693,"POLYGON((17.0079769581921 52.4435972440198, 17.0006230309639 52.4434731083795, 17.0008265227507 52.4389793573686, 17.0081797027226 52.439103472989, 17.0080783371427 52.4413503590029, 17.0079769581921 52.4435972440198))"
X396Y559,3564,"POLYGON((17.0195617179928 52.3493504756665, 17.019360782727 52.3538443463006, 17.0127556150739 52.3537334144059, 17.0120217102093 52.3537210658611, 17.0122233888287 52.3492272150928, 17.0195617179928 52.3493504756665))"
X373Y540,5007,"POLYGON((16.8390704902205 52.4361332167346, 16.8392903587566 52.4316399206921, 16.8466415659296 52.4317740659793, 16.8464224440224 52.4362673836559, 16.8390704902205 52.4361332167346))"
X372Y541,20120,"POLYGON((16.8392903587566 52.4316399206921, 16.8319392095588 52.4315053186935, 16.8321597665318 52.4270120402698, 16.8395101693174 52.4271466205652, 16.8392903587566 52.4316399206921))"
X387Y536,5268,"POLYGON((16.9486667849579 52.4529266474057, 16.9485205580567 52.4560721647085, 16.9411648233593 52.4559443111675, 16.9413744583592 52.4514507350387, 16.9487294453628 52.4515785679586, 16.9486667849579 52.4529266474057))"
X371Y550,997,"POLYGON((16.834142164929 52.3865723504781, 16.8339661420908 52.3901670029798, 16.8339221305833 52.3910656656964, 16.8265777500196 52.3909308028261, 16.8267985289922 52.3864375093449, 16.834142164929 52.3865723504781))"
X394Y545,2494,"POLYGON((16.9946977000515 52.4118923153802, 17.0020463470568 52.4120167674848, 17.0018431770086 52.4165105424435, 16.994493783945 52.4163860702699, 16.9945957487186 52.4141391933244, 16.9946977000515 52.4118923153802))"
X376Y540,56,"POLYGON((16.8613441534157 52.4320409863871, 16.8686955333359 52.4321737614912, 16.868478651437 52.4366671436287, 16.8611265248272 52.4365343471111, 16.861148290269 52.4360850112219, 16.8613441534157 52.4320409863871))"
X390Y546,16413,"POLYGON((16.9726520823416 52.4115162200329, 16.9682430173198 52.4114405079501, 16.965303651528 52.4113899419315, 16.9655104971393 52.4068962640417, 16.9728581821669 52.4070225217841, 16.9726520823416 52.4115162200329))"
X385Y550,11014,"POLYGON((16.9296146359217 52.3882837890954, 16.9369590655923 52.3884122459284, 16.9367494581289 52.3929058577597, 16.9330768639229 52.3928416760073, 16.9294042835528 52.3927773802171, 16.9296146359217 52.3882837890954))"
X389Y552,9718,"POLYGON((16.959407266544 52.3798075208224, 16.966750426568 52.3799341124632, 16.9667297771383 52.3803834828395, 16.9665439077866 52.3844278144212, 16.9592000031718 52.3843012023726, 16.959407266544 52.3798075208224))"
X379Y540,6449,"POLYGON((16.8907500154471 52.4325693463068, 16.8905568404558 52.4366134478321, 16.8905353737373 52.4370627922433, 16.8831830760886 52.4369313662029, 16.883398464548 52.4324379414592, 16.8907500154471 52.4325693463068))"
X377Y557,9811,"POLYGON((16.8723737919898 52.3557856429865, 16.8797125650398 52.3559175992282, 16.8794973960156 52.3604110717583, 16.8721578795868 52.36027909425, 16.8723737919898 52.3557856429865))"
X358Y533,22242,"POLYGON((16.7271790866999 52.4655165261384, 16.727410579232 52.4610235924932, 16.7347661244944 52.4611647468218, 16.7345353796546 52.4656577032358, 16.7271790866999 52.4655165261384))"
X389Y530,20,"POLYGON((16.9546263561677 52.4831611804886, 16.9548348256154 52.4786675872903, 16.9621944119828 52.4787946288554, 16.9619866914503 52.4832882425525, 16.9560984188271 52.4831866295136, 16.9546263561677 52.4831611804886))"
X382Y547,83396,"POLYGON((16.9142902491585 52.401506143542, 16.9140782394771 52.4059996809025, 16.9067309960978 52.4058697721281, 16.9069437512142 52.40137625571, 16.9142902491585 52.401506143542))"
X387Y557,2341,"POLYGON((16.94576404848 52.3570847067484, 16.9531033792795 52.3572121075878, 16.9528956451252 52.3617057887533, 16.9455555707513 52.3615783673803, 16.94576404848 52.3570847067484))"
X392Y571,50,"POLYGON((16.992448175857 52.2994227384839, 16.9851182234536 52.2992978774423, 16.9853222299747 52.294804058844, 16.9926514414387 52.2949288997753, 16.9925904673784 52.2962770518077, 16.992448175857 52.2994227384839))"
X399Y561,135591,"POLYGON((17.0346372743221 52.3406077980741, 17.0419742753804 52.3407296528276, 17.0417756749043 52.3452235905598, 17.0373730221698 52.3451505205791, 17.0344379308276 52.3451017161684, 17.0346372743221 52.3406077980741))"
X394Y561,60821,"POLYGON((16.997750001775 52.3444855126463, 16.9979530600842 52.3399916938407, 17.0052897968072 52.3401158253911, 17.0050874814238 52.344609664201, 17.0043537310582 52.3445972695392, 16.997750001775 52.3444855126463))"
X392Y570,266,"POLYGON((16.9924278463578 52.2998721221349, 16.9922448567963 52.3039165731947, 16.9849141632588 52.3037916920389, 16.9851182234536 52.2992978774423, 16.992448175857 52.2994227384839, 16.9924278463578 52.2998721221349))"
X394Y562,48435,"POLYGON((16.9979530600842 52.3399916938407, 16.9981560649407 52.3354978710408, 17.0054920589331 52.335621982591, 17.0052897968072 52.3401158253911, 16.9986867313544 52.340004127486, 16.9979530600842 52.3399916938407))"
X390Y537,105,"POLYGON((16.9710013258106 52.44746566175, 16.9707947362164 52.4519593239296, 16.9634395844882 52.4518328624119, 16.9636469216373 52.4473392206284, 16.9710013258106 52.44746566175))"
X361Y535,999,"POLYGON((16.7572899471793 52.4525994061658, 16.75706156609 52.4570924387132, 16.7504420816115 52.4569666748883, 16.7497065863554 52.4569526782773, 16.7499357148074 52.4524596682688, 16.7572899471793 52.4525994061658))"
X361Y531,1060,"POLYGON((16.756147438897 52.4750645275603, 16.7487894677439 52.4749246769229, 16.7490188381599 52.47043168347, 16.756376061163 52.4705715115501, 16.756147438897 52.4750645275603))"
X390Y551,76702,"POLYGON((16.9736820384258 52.3890476887156, 16.9670718025191 52.3889341505279, 16.9663373345813 52.3889215123679, 16.9665439077866 52.3844278144212, 16.9738878668253 52.3845539704305, 16.9736820384258 52.3890476887156))"
X376Y555,1015,"POLYGON((16.8717258841529 52.3692659845801, 16.8643849372892 52.3691335088094, 16.8646017072005 52.3646400870257, 16.8719419103144 52.3647725414479, 16.8717258841529 52.3692659845801))"
X384Y557,10192,"POLYGON((16.9310855517637 52.3568285383501, 16.9308755869439 52.3613221576946, 16.9294076007047 52.3612964364857, 16.9235356779014 52.3611933693977, 16.9237463862377 52.3566997708068, 16.9310855517637 52.3568285383501))"
X373Y538,792,"POLYGON((16.8459840267904 52.4452540067688, 16.838630579141 52.4451197965664, 16.8388505636887 52.4406265086928, 16.8462032643161 52.4407606972524, 16.8460936527819 52.4430073525207, 16.8459840267904 52.4452540067688))"
X395Y547,9372,"POLYGON((17.0095974182296 52.4076469641295, 17.0022494635478 52.4075229885349, 17.0022900804208 52.406624232266, 17.0024525265003 52.403029205594, 17.0097997354976 52.4031531612011, 17.0095974182296 52.4076469641295))"
X380Y536,1727,"POLYGON((16.8896762405007 52.4550365354479, 16.8898911088093 52.4505431057282, 16.8950393198996 52.4506348765276, 16.8972457045663 52.4506741383102, 16.897031583814 52.4551675891664, 16.8896762405007 52.4550365354479))"
X380Y538,2264,"POLYGON((16.8901059204383 52.4460496719541, 16.8903206754077 52.4415562341257, 16.8976737766424 52.4416872244478, 16.8974597688359 52.446180683404, 16.8901059204383 52.4460496719541))"
X377Y547,6105,"POLYGON((16.8775583220867 52.4008521417622, 16.8773425854283 52.4053455736759, 16.8699956244533 52.4052133832645, 16.8702121064475 52.4007199726605, 16.8760890744044 52.4008257444406, 16.8775583220867 52.4008521417622))"
X393Y560,191985,"POLYGON((16.9975468899944 52.3489793274576, 16.9902087207149 52.3488547004114, 16.9904125755978 52.3443609056817, 16.9940812819903 52.3444232660898, 16.997750001775 52.3444855126463, 16.9975468899944 52.3489793274576))"
X380Y557,2845,"POLYGON((16.901516284564 52.3608042707856, 16.8941765986997 52.3606736600342, 16.8943902809066 52.3561801451906, 16.9017292233327 52.3563107348953, 16.901686640065 52.3572094423972, 16.901516284564 52.3608042707856))"
X376Y541,401,"POLYGON((16.8689123580453 52.4276803752869, 16.8686955333359 52.4321737614912, 16.8672252527704 52.4321472430097, 16.8613441534157 52.4320409863871, 16.8615617246183 52.4275476215918, 16.8689123580453 52.4276803752869))"
X379Y553,9754,"POLYGON((16.8859787016337 52.3785165280123, 16.8861933532919 52.3740230505173, 16.8935352143015 52.3741541802482, 16.8933213068438 52.3786476788804, 16.8867129596128 52.3785296636138, 16.8859787016337 52.3785165280123))"
X392Y536,5564,"POLYGON((16.9781499424589 52.4520853282976, 16.985505203019 52.4522108755083, 16.9853410885114 52.4558058348292, 16.9853000544713 52.4567045742595, 16.9779440461212 52.4565790067958, 16.9781499424589 52.4520853282976))"
X397Y559,7354,"POLYGON((17.019360782727 52.3538443463006, 17.0195617179928 52.3493504756665, 17.026900100061 52.3494732807343, 17.0266999081674 52.3539671711609, 17.0200946928927 52.3538566492878, 17.019360782727 52.3538443463006))"
X391Y558,18389,"POLYGON((16.9751216990984 52.3575915765732, 16.9753271483006 52.3530978302398, 16.9789965440374 52.353160666293, 16.9826659532737 52.3532233884618, 16.9824612475267 52.3577171550316, 16.9751216990984 52.3575915765732))"
X368Y552,6070,"POLYGON((16.8074164057156 52.3770846796247, 16.8125557924914 52.3771799473285, 16.8123336414157 52.3816732053175, 16.8049909249268 52.3815370182808, 16.8052138201768 52.37704378224, 16.8074164057156 52.3770846796247))"
X391Y562,950,"POLYGON((16.9832797471917 52.3397420647375, 16.9759431714124 52.3396165672, 16.976107362083 52.3360215576328, 16.9761484043479 52.3351228048404, 16.983484237453 52.3352482821579, 16.9832797471917 52.3397420647375))"
X369Y547,3070,"POLYGON((16.8187902053215 52.3997820149734, 16.8185685065414 52.4042752743538, 16.8119566548661 52.404153038338, 16.8112220076082 52.4041394337465, 16.811444451562 52.3996461962632, 16.8187902053215 52.3997820149734))"
X383Y551,40321,"POLYGON((16.9224813033102 52.3836613018138, 16.9222702616736 52.3881548761888, 16.9149259430437 52.3880255072166, 16.9149471241857 52.3875761520461, 16.915137729351 52.3835319536938, 16.9224813033102 52.3836613018138))"
X387Y552,18784,"POLYGON((16.9469240199165 52.3795912686132, 16.9520641611207 52.3796804732234, 16.9518561531767 52.3841741342926, 16.9445123579972 52.3840466101889, 16.9447211104936 52.3795529696741, 16.9469240199165 52.3795912686132))"
X392Y567,13,"POLYGON((16.9916345785521 52.3173980533398, 16.9843016604444 52.3172731118168, 16.984505881773 52.3127793092262, 16.9918380581625 52.3129042306227, 16.9916345785521 52.3173980533398))"
X362Y531,330,"POLYGON((16.756147438897 52.4750645275603, 16.756376061163 52.4705715115501, 16.763733344492 52.4707108823495, 16.7635054703972 52.4752039208432, 16.7583548420196 52.4751063935678, 16.756147438897 52.4750645275603))"
X381Y528,612,"POLYGON((16.8953380419127 52.490665708543, 16.8955311553605 52.4866216317528, 16.9028917937257 52.4867523758861, 16.9026779695484 52.4912458154364, 16.8953165820303 52.4911150502061, 16.8953380419127 52.490665708543))"
X391Y530,369,"POLYGON((16.9769137490008 52.4790473392262, 16.9767075263565 52.4835409936998, 16.969347081579 52.4834148469589, 16.969554053177 52.4789212128366, 16.9739698641283 52.4789969435819, 16.9769137490008 52.4790473392262))"
X384Y566,497,"POLYGON((16.9256402669078 52.3162572018888, 16.9329727495696 52.3163857828381, 16.9327632816321 52.320879438464, 16.9320299567058 52.3208665987712, 16.9254300572098 52.3207508367988, 16.9256402669078 52.3162572018888))"
X374Y553,1574,"POLYGON((16.856826476589 52.3734939736181, 16.8566088483275 52.3779873658311, 16.8492665278628 52.3778539356491, 16.849484900225 52.37336056494, 16.856826476589 52.3734939736181))"
X382Y554,18240,"POLYGON((16.9084314681982 52.3699215275302, 16.91063384795 52.3699604977909, 16.9157727535838 52.3700512688833, 16.9155611346015 52.374544834527, 16.9082191051519 52.3744150722611, 16.9084314681982 52.3699215275302))"
X384Y547,66790,"POLYGON((16.9216156790589 52.4020849311006, 16.9216368029758 52.401635575096, 16.92898341247 52.4017645503642, 16.9287728937171 52.4062581293894, 16.9214255387489 52.4061291333256, 16.9216156790589 52.4020849311006))"
X383Y565,237,"POLYGON((16.9188302025285 52.3206347063036, 16.9254300572098 52.3207508367988, 16.9252197921852 52.3252444676736, 16.9178858811536 52.3251153902487, 16.9180968881142 52.3206217801672, 16.9188302025285 52.3206347063036))"
X379Y549,63922,"POLYGON((16.8851195292246 52.3964903974184, 16.885334407233 52.3919969361531, 16.892679246219 52.3921281504583, 16.8925721867606 52.3943748921748, 16.8924651131943 52.3966216328779, 16.8851195292246 52.3964903974184))"
X366Y545,4150,"POLYGON((16.7960811402625 52.4128527584354, 16.7887333270177 52.4127155048934, 16.7887782913228 52.4118168725982, 16.78895812484 52.4082223417713, 16.796305192581 52.4083595731871, 16.7960811402625 52.4128527584354))"
X395Y541,15437,"POLYGON((17.0012333453326 52.4299918433725, 17.0085850313819 52.4301159189653, 17.0083823937796 52.4346096979709, 17.002500443164 52.4345104580383, 17.0010299608673 52.4344856023662, 17.0012333453326 52.4299918433725))"
X381Y547,50176,"POLYGON((16.8993838088072 52.4057394070102, 16.8995973093388 52.401245911608, 16.9069437512142 52.40137625571, 16.9067309960978 52.4058697721281, 16.9001185250067 52.4057524640572, 16.8993838088072 52.4057394070102))"
X373Y552,3619,"POLYGON((16.8490480979647 52.3823473022794, 16.8417050907598 52.3822133946775, 16.8418366021933 52.3795173881383, 16.8419242649341 52.3777200496288, 16.8492665278628 52.3778539356491, 16.8490480979647 52.3823473022794))"
X374Y535,1067,"POLYGON((16.8526817148897 52.4588677288326, 16.8453259670933 52.4587339108364, 16.8455453781993 52.4542406135609, 16.8529003783632 52.4543744099748, 16.8526817148897 52.4588677288326))"
X365Y552,1129,"POLYGON((16.7905300518718 52.3767700847053, 16.7903056683352 52.3812632766296, 16.7829631286237 52.3811257220319, 16.7831882562725 52.3766325522759, 16.7905300518718 52.3767700847053))"
X378Y552,68609,"POLYGON((16.8784207003889 52.3828783734882, 16.8786361529814 52.3783849212652, 16.8859787016337 52.3785165280123, 16.8857854667849 52.3825606542888, 16.8857639934177 52.38301000145, 16.8784207003889 52.3828783734882))"
X378Y550,56469,"POLYGON((16.8779896248642 52.3918652657489, 16.8782051910232 52.3873718216494, 16.8789395922308 52.3873850070884, 16.885549228624 52.3875034708303, 16.885334407233 52.3919969361531, 16.8779896248642 52.3918652657489))"
X374Y548,1840,"POLYGON((16.8481738026082 52.4003207280095, 16.8483924628522 52.3958273776957, 16.8557377616768 52.3959608939366, 16.8556506025026 52.3977582431614, 16.8555198465122 52.400454265776, 16.8481738026082 52.4003207280095))"
X369Y544,5105,"POLYGON((16.8107769437681 52.4131258964088, 16.8181249336367 52.4132617808234, 16.8179030594711 52.4177550279125, 16.8105543238406 52.4176191215875, 16.810710163952 52.4144738643931, 16.8107769437681 52.4131258964088))"
X392Y554,57407,"POLYGON((16.9891273931052 52.3726717457235, 16.9889844633625 52.3758173848204, 16.9816418851636 52.3756921812837, 16.9818468066985 52.3711984307248, 16.989188640641 52.3713236140822, 16.9891273931052 52.3726717457235))"
X367Y548,5947,"POLYGON((16.8040987564192 52.399509921389, 16.796753120089 52.3993731903594, 16.7969769953198 52.3948799927802, 16.8043218867135 52.3950167017704, 16.8042549537993 52.3963646680871, 16.8040987564192 52.399509921389))"
X404Y542,5589,"POLYGON((17.0674004269554 52.43109207755, 17.0675970371209 52.4265981371434, 17.0749484501829 52.4267180817387, 17.0747525868502 52.431212041491, 17.0674004269554 52.43109207755))"
X397Y561,133848,"POLYGON((17.0273003257403 52.3404854879462, 17.0271002392458 52.3449793863293, 17.0197626003544 52.3448566010501, 17.0199634298305 52.3403627224514, 17.0273003257403 52.3404854879462))"
X379Y552,11878,"POLYGON((16.8909043322131 52.3831018697321, 16.8857639934177 52.38301000145, 16.8859787016337 52.3785165280123, 16.8933213068438 52.3786476788804, 16.893107343024 52.3831411734595, 16.8909043322131 52.3831018697321))"
X370Y540,32184,"POLYGON((16.8243667568 52.435863512546, 16.8170149775744 52.4357279752951, 16.8172370858748 52.4312347445957, 16.8245881185328 52.431370259992, 16.8243667568 52.435863512546))"
X383Y561,3616,"POLYGON((16.9170412977075 52.3430897901798, 16.9172525269485 52.3385961962564, 16.9245886649576 52.3387253360864, 16.9243781784325 52.3432189508198, 16.9170412977075 52.3430897901798))"
X369Y549,1048,"POLYGON((16.8192334276399 52.390795483922, 16.8190118456809 52.3952887514961, 16.8116668368991 52.3951529546785, 16.81188916364 52.3906597089926, 16.8170301423012 52.3907547993255, 16.8192334276399 52.390795483922))"
X388Y533,1133,"POLYGON((16.955459903891 52.4651867835954, 16.9552515994577 52.4696803888436, 16.9478935653143 52.469552930835, 16.9481026180518 52.4650593461468, 16.955459903891 52.4651867835954))"
