day_type,bigger_id,c_users,geo
sobota,X385Y534,18,"POLYGON((16.9335987057905 52.4603095518397, 16.9333882120602 52.4648030992159, 16.9260310923018 52.4646742897494, 16.9262423340809 52.46018076315, 16.9335987057905 52.4603095518397))"
niedziela,X385Y534,23,"POLYGON((16.9335987057905 52.4603095518397, 16.9333882120602 52.4648030992159, 16.9260310923018 52.4646742897494, 16.9262423340809 52.46018076315, 16.9335987057905 52.4603095518397))"
dzien_roboczy,X385Y534,19,"POLYGON((16.9335987057905 52.4603095518397, 16.9333882120602 52.4648030992159, 16.9260310923018 52.4646742897494, 16.9262423340809 52.46018076315, 16.9335987057905 52.4603095518397))"
sobota,X388Y534,6,"POLYGON((16.9556681533582 52.4606931743308, 16.955459903891 52.4651867835954, 16.9481026180518 52.4650593461468, 16.9483116156262 52.4605657574379, 16.9556681533582 52.4606931743308))"
niedziela,X388Y534,6,"POLYGON((16.9556681533582 52.4606931743308, 16.955459903891 52.4651867835954, 16.9481026180518 52.4650593461468, 16.9483116156262 52.4605657574379, 16.9556681533582 52.4606931743308))"
dzien_roboczy,X388Y534,5,"POLYGON((16.9556681533582 52.4606931743308, 16.955459903891 52.4651867835954, 16.9481026180518 52.4650593461468, 16.9483116156262 52.4605657574379, 16.9556681533582 52.4606931743308))"
sobota,X387Y556,14,"POLYGON((16.9455555707513 52.3615783673803, 16.9528956451252 52.3617057887533, 16.9526878562513 52.3661994658997, 16.9453470381075 52.3660720239888, 16.9455555707513 52.3615783673803))"
niedziela,X387Y556,12,"POLYGON((16.9455555707513 52.3615783673803, 16.9528956451252 52.3617057887533, 16.9526878562513 52.3661994658997, 16.9453470381075 52.3660720239888, 16.9455555707513 52.3615783673803))"
dzien_roboczy,X387Y556,13,"POLYGON((16.9455555707513 52.3615783673803, 16.9528956451252 52.3617057887533, 16.9526878562513 52.3661994658997, 16.9453470381075 52.3660720239888, 16.9455555707513 52.3615783673803))"
sobota,X391Y549,37,"POLYGON((16.9734761557793 52.3935414029936, 16.9808216588916 52.39366714349, 16.9806164671957 52.3981608740339, 16.9732702188667 52.3980351132644, 16.9734761557793 52.3935414029936))"
niedziela,X391Y549,42,"POLYGON((16.9734761557793 52.3935414029936, 16.9808216588916 52.39366714349, 16.9806164671957 52.3981608740339, 16.9732702188667 52.3980351132644, 16.9734761557793 52.3935414029936))"
dzien_roboczy,X391Y549,31,"POLYGON((16.9734761557793 52.3935414029936, 16.9808216588916 52.39366714349, 16.9806164671957 52.3981608740339, 16.9732702188667 52.3980351132644, 16.9734761557793 52.3935414029936))"
sobota,X400Y548,1,"POLYGON((17.0467351126361 52.3992721876699, 17.0465762878441 52.4028673125718, 17.0465365764126 52.4037660934005, 17.0391891027598 52.4036444197639, 17.0393883845645 52.3991505336494, 17.0467351126361 52.3992721876699))"
niedziela,X400Y548,1,"POLYGON((17.0467351126361 52.3992721876699, 17.0465762878441 52.4028673125718, 17.0465365764126 52.4037660934005, 17.0391891027598 52.4036444197639, 17.0393883845645 52.3991505336494, 17.0467351126361 52.3992721876699))"
dzien_roboczy,X400Y548,1,"POLYGON((17.0467351126361 52.3992721876699, 17.0465762878441 52.4028673125718, 17.0465365764126 52.4037660934005, 17.0391891027598 52.4036444197639, 17.0393883845645 52.3991505336494, 17.0467351126361 52.3992721876699))"
sobota,X387Y547,12,"POLYGON((16.9434677699582 52.4065147524071, 16.9436767977047 52.4020211320111, 16.951023573053 52.4021487383742, 16.9508152908388 52.4066423793454, 16.9434677699582 52.4065147524071))"
niedziela,X387Y547,10,"POLYGON((16.9434677699582 52.4065147524071, 16.9436767977047 52.4020211320111, 16.951023573053 52.4021487383742, 16.9508152908388 52.4066423793454, 16.9434677699582 52.4065147524071))"
dzien_roboczy,X387Y547,15,"POLYGON((16.9434677699582 52.4065147524071, 16.9436767977047 52.4020211320111, 16.951023573053 52.4021487383742, 16.9508152908388 52.4066423793454, 16.9434677699582 52.4065147524071))"
sobota,X387Y541,118,"POLYGON((16.9422124455344 52.4334763902778, 16.9424218042192 52.4289827940266, 16.949773055705 52.4291105239035, 16.9495644437305 52.433604140755, 16.9422124455344 52.4334763902778))"
niedziela,X387Y541,118,"POLYGON((16.9422124455344 52.4334763902778, 16.9424218042192 52.4289827940266, 16.949773055705 52.4291105239035, 16.9495644437305 52.433604140755, 16.9422124455344 52.4334763902778))"
dzien_roboczy,X387Y541,106,"POLYGON((16.9422124455344 52.4334763902778, 16.9424218042192 52.4289827940266, 16.949773055705 52.4291105239035, 16.9495644437305 52.433604140755, 16.9422124455344 52.4334763902778))"
sobota,X381Y535,47,"POLYGON((16.9041735541481 52.4597916536137, 16.8968174065591 52.4596610359725, 16.897031583814 52.4551675891664, 16.90438698363 52.4552981857406, 16.9041735541481 52.4597916536137))"
niedziela,X381Y535,50,"POLYGON((16.9041735541481 52.4597916536137, 16.8968174065591 52.4596610359725, 16.897031583814 52.4551675891664, 16.90438698363 52.4552981857406, 16.9041735541481 52.4597916536137))"
dzien_roboczy,X381Y535,38,"POLYGON((16.9041735541481 52.4597916536137, 16.8968174065591 52.4596610359725, 16.897031583814 52.4551675891664, 16.90438698363 52.4552981857406, 16.9041735541481 52.4597916536137))"
sobota,X377Y554,8,"POLYGON((16.8788515488203 52.3738914649807, 16.8715098010822 52.3737594236466, 16.8717258841529 52.3692659845801, 16.8790668879258 52.3693980046347, 16.8789161565081 52.3725434273034, 16.8788515488203 52.3738914649807))"
niedziela,X377Y554,9,"POLYGON((16.8788515488203 52.3738914649807, 16.8715098010822 52.3737594236466, 16.8717258841529 52.3692659845801, 16.8790668879258 52.3693980046347, 16.8789161565081 52.3725434273034, 16.8788515488203 52.3738914649807))"
dzien_roboczy,X377Y554,6,"POLYGON((16.8788515488203 52.3738914649807, 16.8715098010822 52.3737594236466, 16.8717258841529 52.3692659845801, 16.8790668879258 52.3693980046347, 16.8789161565081 52.3725434273034, 16.8788515488203 52.3738914649807))"
sobota,X371Y559,51,"POLYGON((16.8287829248292 52.3459976838757, 16.8361198679229 52.3461323295732, 16.8359003545572 52.3506256815785, 16.8336990426902 52.3505853291748, 16.8285626685956 52.3504910141834, 16.8287829248292 52.3459976838757))"
niedziela,X371Y559,39,"POLYGON((16.8287829248292 52.3459976838757, 16.8361198679229 52.3461323295732, 16.8359003545572 52.3506256815785, 16.8336990426902 52.3505853291748, 16.8285626685956 52.3504910141834, 16.8287829248292 52.3459976838757))"
dzien_roboczy,X371Y559,43,"POLYGON((16.8287829248292 52.3459976838757, 16.8361198679229 52.3461323295732, 16.8359003545572 52.3506256815785, 16.8336990426902 52.3505853291748, 16.8285626685956 52.3504910141834, 16.8287829248292 52.3459976838757))"
sobota,X381Y532,4,"POLYGON((16.9037465261877 52.4687785772223, 16.9035329276695 52.4732720329575, 16.8961745355796 52.4731413520894, 16.8962174094819 52.4722426654824, 16.8963888824617 52.4686479174341, 16.9037465261877 52.4687785772223))"
niedziela,X381Y532,4,"POLYGON((16.9037465261877 52.4687785772223, 16.9035329276695 52.4732720329575, 16.8961745355796 52.4731413520894, 16.8962174094819 52.4722426654824, 16.8963888824617 52.4686479174341, 16.9037465261877 52.4687785772223))"
dzien_roboczy,X381Y532,4,"POLYGON((16.9037465261877 52.4687785772223, 16.9035329276695 52.4732720329575, 16.8961745355796 52.4731413520894, 16.8962174094819 52.4722426654824, 16.8963888824617 52.4686479174341, 16.9037465261877 52.4687785772223))"
sobota,X398Y542,2,"POLYGON((17.0234293327043 52.4272170241496, 17.0234896543691 52.4258688768955, 17.030840753414 52.4259915622182, 17.0306404093591 52.4304854047929, 17.0232885635918 52.4303626996831, 17.0234293327043 52.4272170241496))"
niedziela,X398Y542,2,"POLYGON((17.0234293327043 52.4272170241496, 17.0234896543691 52.4258688768955, 17.030840753414 52.4259915622182, 17.0306404093591 52.4304854047929, 17.0232885635918 52.4303626996831, 17.0234293327043 52.4272170241496))"
dzien_roboczy,X398Y542,1,"POLYGON((17.0234293327043 52.4272170241496, 17.0234896543691 52.4258688768955, 17.030840753414 52.4259915622182, 17.0306404093591 52.4304854047929, 17.0232885635918 52.4303626996831, 17.0234293327043 52.4272170241496))"
sobota,X371Y549,5,"POLYGON((16.8338781167562 52.3919643282495, 16.8337020382494 52.3955589768267, 16.8263569128629 52.395424092215, 16.8265777500196 52.3909308028261, 16.8339221305833 52.3910656656964, 16.8338781167562 52.3919643282495))"
niedziela,X371Y549,3,"POLYGON((16.8338781167562 52.3919643282495, 16.8337020382494 52.3955589768267, 16.8263569128629 52.395424092215, 16.8265777500196 52.3909308028261, 16.8339221305833 52.3910656656964, 16.8338781167562 52.3919643282495))"
dzien_roboczy,X371Y549,4,"POLYGON((16.8338781167562 52.3919643282495, 16.8337020382494 52.3955589768267, 16.8263569128629 52.395424092215, 16.8265777500196 52.3909308028261, 16.8339221305833 52.3910656656964, 16.8338781167562 52.3919643282495))"
sobota,X384Y561,4,"POLYGON((16.9317151145811 52.3433476561275, 16.9243781784325 52.3432189508198, 16.9245886649576 52.3387253360864, 16.9319248583709 52.3388540206572, 16.9317151145811 52.3433476561275))"
niedziela,X384Y561,4,"POLYGON((16.9317151145811 52.3433476561275, 16.9243781784325 52.3432189508198, 16.9245886649576 52.3387253360864, 16.9319248583709 52.3388540206572, 16.9317151145811 52.3433476561275))"
dzien_roboczy,X384Y561,4,"POLYGON((16.9317151145811 52.3433476561275, 16.9243781784325 52.3432189508198, 16.9245886649576 52.3387253360864, 16.9319248583709 52.3388540206572, 16.9317151145811 52.3433476561275))"
dzien_roboczy,X367Y533,1,"POLYGON((16.8009687475675 52.4624145648993, 16.8007447329119 52.466907722921, 16.797801992236 52.4668529529289, 16.7933878989867 52.4667706607645, 16.7936126615247 52.4622775248492, 16.8009687475675 52.4624145648993))"
sobota,X384Y539,61,"POLYGON((16.9270867440459 52.4422066164212, 16.9197334182187 52.4420774538411, 16.919945128565 52.4375839279058, 16.9272977073472 52.4377130696566, 16.9270867440459 52.4422066164212))"
niedziela,X384Y539,58,"POLYGON((16.9270867440459 52.4422066164212, 16.9197334182187 52.4420774538411, 16.919945128565 52.4375839279058, 16.9272977073472 52.4377130696566, 16.9270867440459 52.4422066164212))"
dzien_roboczy,X384Y539,51,"POLYGON((16.9270867440459 52.4422066164212, 16.9197334182187 52.4420774538411, 16.919945128565 52.4375839279058, 16.9272977073472 52.4377130696566, 16.9270867440459 52.4422066164212))"
sobota,X389Y565,1,"POLYGON((16.9692244138193 52.3260093761181, 16.9618901736353 52.325883029048, 16.9620967286909 52.3213892953044, 16.9694302268237 52.3215156220204, 16.9694096479607 52.3219649976107, 16.9692244138193 52.3260093761181))"
sobota,X387Y530,6,"POLYGON((16.9401158181504 52.4784121314398, 16.9474752942722 52.4785400881491, 16.9472660759287 52.4830336607749, 16.9399058509305 52.4829056834193, 16.9401158181504 52.4784121314398))"
niedziela,X387Y530,3,"POLYGON((16.9401158181504 52.4784121314398, 16.9474752942722 52.4785400881491, 16.9472660759287 52.4830336607749, 16.9399058509305 52.4829056834193, 16.9401158181504 52.4784121314398))"
dzien_roboczy,X389Y557,1,"POLYGON((16.9602357742186 52.3618327544695, 16.9604427647793 52.3573390528436, 16.9677822047841 52.3574655425079, 16.9676790881 52.3597124040158, 16.9675759578361 52.3619592645209, 16.9602357742186 52.3618327544695))"
sobota,X374Y545,4,"POLYGON((16.8475174759729 52.4138007544744, 16.8477363091887 52.4093074163989, 16.8550838438398 52.4094409972297, 16.855062037672 52.4098903333744, 16.8548657562917 52.4139343568438, 16.8475174759729 52.4138007544744))"
niedziela,X374Y545,4,"POLYGON((16.8475174759729 52.4138007544744, 16.8477363091887 52.4093074163989, 16.8550838438398 52.4094409972297, 16.855062037672 52.4098903333744, 16.8548657562917 52.4139343568438, 16.8475174759729 52.4138007544744))"
dzien_roboczy,X374Y545,6,"POLYGON((16.8475174759729 52.4138007544744, 16.8477363091887 52.4093074163989, 16.8550838438398 52.4094409972297, 16.855062037672 52.4098903333744, 16.8548657562917 52.4139343568438, 16.8475174759729 52.4138007544744))"
sobota,X391Y524,1,"POLYGON((16.9754690463399 52.5105028364488, 16.9681041036931 52.5103765675128, 16.9683114034724 52.5058829574422, 16.9756755959803 52.506009206002, 16.9754690463399 52.5105028364488))"
niedziela,X391Y524,2,"POLYGON((16.9754690463399 52.5105028364488, 16.9681041036931 52.5103765675128, 16.9683114034724 52.5058829574422, 16.9756755959803 52.506009206002, 16.9754690463399 52.5105028364488))"
dzien_roboczy,X391Y524,2,"POLYGON((16.9754690463399 52.5105028364488, 16.9681041036931 52.5103765675128, 16.9683114034724 52.5058829574422, 16.9756755959803 52.506009206002, 16.9754690463399 52.5105028364488))"
sobota,X371Y539,23,"POLYGON((16.8243667568 52.435863512546, 16.8317185944142 52.4359985930286, 16.8314979210774 52.4404918632748, 16.8307626600147 52.4404783736061, 16.8241453366786 52.4403567610067, 16.8243667568 52.435863512546))"
niedziela,X371Y539,22,"POLYGON((16.8243667568 52.435863512546, 16.8317185944142 52.4359985930286, 16.8314979210774 52.4404918632748, 16.8307626600147 52.4404783736061, 16.8241453366786 52.4403567610067, 16.8243667568 52.435863512546))"
dzien_roboczy,X371Y539,17,"POLYGON((16.8243667568 52.435863512546, 16.8317185944142 52.4359985930286, 16.8314979210774 52.4404918632748, 16.8307626600147 52.4404783736061, 16.8241453366786 52.4403567610067, 16.8243667568 52.435863512546))"
sobota,X369Y545,2,"POLYGON((16.8107769437681 52.4131258964088, 16.8109995050171 52.4086326671284, 16.8183467493199 52.4087685296372, 16.8181249336367 52.4132617808234, 16.8107769437681 52.4131258964088))"
niedziela,X369Y545,2,"POLYGON((16.8107769437681 52.4131258964088, 16.8109995050171 52.4086326671284, 16.8183467493199 52.4087685296372, 16.8181249336367 52.4132617808234, 16.8107769437681 52.4131258964088))"
dzien_roboczy,X369Y545,1,"POLYGON((16.8107769437681 52.4131258964088, 16.8109995050171 52.4086326671284, 16.8183467493199 52.4087685296372, 16.8181249336367 52.4132617808234, 16.8107769437681 52.4131258964088))"
niedziela,X390Y562,1,"POLYGON((16.9688126252622 52.3349968722823, 16.9761484043479 52.3351228048404, 16.9759431714124 52.3396165672, 16.9686066496714 52.3394906143487, 16.9687096442448 52.3372437438168, 16.9688126252622 52.3349968722823))"
sobota,X370Y544,8,"POLYGON((16.8252518536043 52.4178904777716, 16.8179030594711 52.4177550279125, 16.8181249336367 52.4132617808234, 16.8254729819876 52.4133972088456, 16.8252739690661 52.4174411510632, 16.8252518536043 52.4178904777716))"
niedziela,X370Y544,7,"POLYGON((16.8252518536043 52.4178904777716, 16.8179030594711 52.4177550279125, 16.8181249336367 52.4132617808234, 16.8254729819876 52.4133972088456, 16.8252739690661 52.4174411510632, 16.8252518536043 52.4178904777716))"
dzien_roboczy,X370Y544,6,"POLYGON((16.8252518536043 52.4178904777716, 16.8179030594711 52.4177550279125, 16.8181249336367 52.4132617808234, 16.8254729819876 52.4133972088456, 16.8252739690661 52.4174411510632, 16.8252518536043 52.4178904777716))"
sobota,X376Y536,5,"POLYGON((16.867610551545 52.4546406315078, 16.8602554362107 52.4545077492931, 16.8604732945445 52.4500144048549, 16.8670922230365 52.450134000127, 16.8678276624027 52.4501472656388, 16.867610551545 52.4546406315078))"
niedziela,X376Y536,8,"POLYGON((16.867610551545 52.4546406315078, 16.8602554362107 52.4545077492931, 16.8604732945445 52.4500144048549, 16.8670922230365 52.450134000127, 16.8678276624027 52.4501472656388, 16.867610551545 52.4546406315078))"
dzien_roboczy,X376Y536,7,"POLYGON((16.867610551545 52.4546406315078, 16.8602554362107 52.4545077492931, 16.8604732945445 52.4500144048549, 16.8670922230365 52.450134000127, 16.8678276624027 52.4501472656388, 16.867610551545 52.4546406315078))"
sobota,X400Y546,3,"POLYGON((17.0389897684164 52.4081383019075, 17.0463379878466 52.4082599951642, 17.0461393469197 52.4127538929609, 17.0387903815158 52.4126321800802, 17.0389897684164 52.4081383019075))"
niedziela,X400Y546,2,"POLYGON((17.0389897684164 52.4081383019075, 17.0463379878466 52.4082599951642, 17.0461393469197 52.4127538929609, 17.0387903815158 52.4126321800802, 17.0389897684164 52.4081383019075))"
dzien_roboczy,X400Y546,6,"POLYGON((17.0389897684164 52.4081383019075, 17.0463379878466 52.4082599951642, 17.0461393469197 52.4127538929609, 17.0387903815158 52.4126321800802, 17.0389897684164 52.4081383019075))"
sobota,X392Y557,11,"POLYGON((16.9824612475267 52.3577171550316, 16.9898008498737 52.3578422778754, 16.9895968338777 52.3623360606096, 16.9851926198062 52.362261029486, 16.9822564878612 52.3622109175987, 16.9824612475267 52.3577171550316))"
niedziela,X392Y557,7,"POLYGON((16.9824612475267 52.3577171550316, 16.9898008498737 52.3578422778754, 16.9895968338777 52.3623360606096, 16.9851926198062 52.362261029486, 16.9822564878612 52.3622109175987, 16.9824612475267 52.3577171550316))"
dzien_roboczy,X392Y557,6,"POLYGON((16.9824612475267 52.3577171550316, 16.9898008498737 52.3578422778754, 16.9895968338777 52.3623360606096, 16.9851926198062 52.362261029486, 16.9822564878612 52.3622109175987, 16.9824612475267 52.3577171550316))"
sobota,X377Y549,47,"POLYGON((16.877774001892 52.3963587057865, 16.8704285313926 52.3962265579902, 16.8706448993086 52.3917331392536, 16.8779896248642 52.3918652657489, 16.8778602578998 52.3945613302589, 16.877774001892 52.3963587057865))"
niedziela,X377Y549,50,"POLYGON((16.877774001892 52.3963587057865, 16.8704285313926 52.3962265579902, 16.8706448993086 52.3917331392536, 16.8779896248642 52.3918652657489, 16.8778602578998 52.3945613302589, 16.877774001892 52.3963587057865))"
dzien_roboczy,X377Y549,34,"POLYGON((16.877774001892 52.3963587057865, 16.8704285313926 52.3962265579902, 16.8706448993086 52.3917331392536, 16.8779896248642 52.3918652657489, 16.8778602578998 52.3945613302589, 16.877774001892 52.3963587057865))"
sobota,X392Y558,2,"POLYGON((16.9824612475267 52.3577171550316, 16.9825431362947 52.355919648884, 16.9826659532737 52.3532233884618, 16.9900048121464 52.3533484911427, 16.9898008498737 52.3578422778754, 16.9824612475267 52.3577171550316))"
niedziela,X392Y558,2,"POLYGON((16.9824612475267 52.3577171550316, 16.9825431362947 52.355919648884, 16.9826659532737 52.3532233884618, 16.9900048121464 52.3533484911427, 16.9898008498737 52.3578422778754, 16.9824612475267 52.3577171550316))"
dzien_roboczy,X392Y558,2,"POLYGON((16.9824612475267 52.3577171550316, 16.9825431362947 52.355919648884, 16.9826659532737 52.3532233884618, 16.9900048121464 52.3533484911427, 16.9898008498737 52.3578422778754, 16.9824612475267 52.3577171550316))"
sobota,X389Y554,2,"POLYGON((16.9598216295059 52.3708201456762, 16.9671633009353 52.3709466965141, 16.9669568909445 52.3754404064942, 16.9596144753157 52.3753138352569, 16.9598216295059 52.3708201456762))"
niedziela,X389Y554,2,"POLYGON((16.9598216295059 52.3708201456762, 16.9671633009353 52.3709466965141, 16.9669568909445 52.3754404064942, 16.9596144753157 52.3753138352569, 16.9598216295059 52.3708201456762))"
dzien_roboczy,X389Y554,2,"POLYGON((16.9598216295059 52.3708201456762, 16.9671633009353 52.3709466965141, 16.9669568909445 52.3754404064942, 16.9596144753157 52.3753138352569, 16.9598216295059 52.3708201456762))"
sobota,X374Y547,2,"POLYGON((16.8481738026082 52.4003207280095, 16.8555198465122 52.400454265776, 16.8553018739066 52.4049476335403, 16.847955084727 52.4048140742439, 16.8481738026082 52.4003207280095))"
niedziela,X374Y547,2,"POLYGON((16.8481738026082 52.4003207280095, 16.8555198465122 52.400454265776, 16.8553018739066 52.4049476335403, 16.847955084727 52.4048140742439, 16.8481738026082 52.4003207280095))"
dzien_roboczy,X374Y547,2,"POLYGON((16.8481738026082 52.4003207280095, 16.8555198465122 52.400454265776, 16.8553018739066 52.4049476335403, 16.847955084727 52.4048140742439, 16.8481738026082 52.4003207280095))"
sobota,X378Y539,2,"POLYGON((16.8756146430541 52.4412928827433, 16.8758308352563 52.4367994833286, 16.8831830760886 52.4369313662029, 16.8831184484725 52.4382793928346, 16.8829676308127 52.4414247868882, 16.8756146430541 52.4412928827433))"
niedziela,X378Y539,1,"POLYGON((16.8756146430541 52.4412928827433, 16.8758308352563 52.4367994833286, 16.8831830760886 52.4369313662029, 16.8831184484725 52.4382793928346, 16.8829676308127 52.4414247868882, 16.8756146430541 52.4412928827433))"
dzien_roboczy,X378Y539,2,"POLYGON((16.8756146430541 52.4412928827433, 16.8758308352563 52.4367994833286, 16.8831830760886 52.4369313662029, 16.8831184484725 52.4382793928346, 16.8829676308127 52.4414247868882, 16.8756146430541 52.4412928827433))"
sobota,X383Y536,36,"POLYGON((16.911955065332 52.4509348322543, 16.9193098299471 52.4510644936003, 16.9191191422947 52.4551086562233, 16.9190979519825 52.455558007424, 16.9117424397518 52.4554283251624, 16.911955065332 52.4509348322543))"
niedziela,X383Y536,39,"POLYGON((16.911955065332 52.4509348322543, 16.9193098299471 52.4510644936003, 16.9191191422947 52.4551086562233, 16.9190979519825 52.455558007424, 16.9117424397518 52.4554283251624, 16.911955065332 52.4509348322543))"
dzien_roboczy,X383Y536,32,"POLYGON((16.911955065332 52.4509348322543, 16.9193098299471 52.4510644936003, 16.9191191422947 52.4551086562233, 16.9190979519825 52.455558007424, 16.9117424397518 52.4554283251624, 16.911955065332 52.4509348322543))"
sobota,X403Y544,1,"POLYGON((17.0606402337582 52.4174898818891, 17.0679901019359 52.4176102444642, 17.0677935954417 52.4221041927815, 17.0648533433718 52.4220560947944, 17.0604429808425 52.421983810795, 17.0606402337582 52.4174898818891))"
niedziela,X403Y544,2,"POLYGON((17.0606402337582 52.4174898818891, 17.0679901019359 52.4176102444642, 17.0677935954417 52.4221041927815, 17.0648533433718 52.4220560947944, 17.0604429808425 52.421983810795, 17.0606402337582 52.4174898818891))"
dzien_roboczy,X403Y544,2,"POLYGON((17.0606402337582 52.4174898818891, 17.0679901019359 52.4176102444642, 17.0677935954417 52.4221041927815, 17.0648533433718 52.4220560947944, 17.0604429808425 52.421983810795, 17.0606402337582 52.4174898818891))"
sobota,X370Y543,2,"POLYGON((16.8250306669145 52.4223837426047, 16.8176811268026 52.4222482709043, 16.8178364858143 52.4191030012403, 16.8179030594711 52.4177550279125, 16.8252518536043 52.4178904777716, 16.8250306669145 52.4223837426047))"
niedziela,X370Y543,2,"POLYGON((16.8250306669145 52.4223837426047, 16.8176811268026 52.4222482709043, 16.8178364858143 52.4191030012403, 16.8179030594711 52.4177550279125, 16.8252518536043 52.4178904777716, 16.8250306669145 52.4223837426047))"
dzien_roboczy,X370Y543,2,"POLYGON((16.8250306669145 52.4223837426047, 16.8176811268026 52.4222482709043, 16.8178364858143 52.4191030012403, 16.8179030594711 52.4177550279125, 16.8252518536043 52.4178904777716, 16.8250306669145 52.4223837426047))"
sobota,X392Y544,11,"POLYGON((16.979589697 52.4206294667051, 16.979774615536 52.4165851274105, 16.9797951593313 52.4161357561776, 16.9871444446538 52.416261141512, 16.9869397285393 52.4207548722597, 16.979589697 52.4206294667051))"
niedziela,X392Y544,9,"POLYGON((16.979589697 52.4206294667051, 16.979774615536 52.4165851274105, 16.9797951593313 52.4161357561776, 16.9871444446538 52.416261141512, 16.9869397285393 52.4207548722597, 16.979589697 52.4206294667051))"
dzien_roboczy,X392Y544,17,"POLYGON((16.979589697 52.4206294667051, 16.979774615536 52.4165851274105, 16.9797951593313 52.4161357561776, 16.9871444446538 52.416261141512, 16.9869397285393 52.4207548722597, 16.979589697 52.4206294667051))"
sobota,X398Y564,10,"POLYGON((17.0350358038995 52.3316199499628, 17.0277003407322 52.3314976792453, 17.0279002692664 52.3270037689277, 17.0286337389772 52.3270160145113, 17.0352349900193 52.3271260199459, 17.0350358038995 52.3316199499628))"
niedziela,X398Y564,6,"POLYGON((17.0350358038995 52.3316199499628, 17.0277003407322 52.3314976792453, 17.0279002692664 52.3270037689277, 17.0286337389772 52.3270160145113, 17.0352349900193 52.3271260199459, 17.0350358038995 52.3316199499628))"
dzien_roboczy,X398Y564,17,"POLYGON((17.0350358038995 52.3316199499628, 17.0277003407322 52.3314976792453, 17.0279002692664 52.3270037689277, 17.0286337389772 52.3270160145113, 17.0352349900193 52.3271260199459, 17.0350358038995 52.3316199499628))"
sobota,X386Y557,15,"POLYGON((16.9382155512924 52.3614504903581, 16.9384247725763 52.3569568503332, 16.94576404848 52.3570847067484, 16.9455555707513 52.3615783673803, 16.9382155512924 52.3614504903581))"
niedziela,X386Y557,16,"POLYGON((16.9382155512924 52.3614504903581, 16.9384247725763 52.3569568503332, 16.94576404848 52.3570847067484, 16.9455555707513 52.3615783673803, 16.9382155512924 52.3614504903581))"
dzien_roboczy,X386Y557,13,"POLYGON((16.9382155512924 52.3614504903581, 16.9384247725763 52.3569568503332, 16.94576404848 52.3570847067484, 16.9455555707513 52.3615783673803, 16.9382155512924 52.3614504903581))"
sobota,X389Y541,25,"POLYGON((16.9644757235049 52.4293646133746, 16.9642686050089 52.4338582712059, 16.9591221236223 52.4337695334105, 16.9569164969542 52.4337314344003, 16.9571243621991 52.4292377970221, 16.9644757235049 52.4293646133746))"
niedziela,X389Y541,24,"POLYGON((16.9644757235049 52.4293646133746, 16.9642686050089 52.4338582712059, 16.9591221236223 52.4337695334105, 16.9569164969542 52.4337314344003, 16.9571243621991 52.4292377970221, 16.9644757235049 52.4293646133746))"
dzien_roboczy,X389Y541,25,"POLYGON((16.9644757235049 52.4293646133746, 16.9642686050089 52.4338582712059, 16.9591221236223 52.4337695334105, 16.9569164969542 52.4337314344003, 16.9571243621991 52.4292377970221, 16.9644757235049 52.4293646133746))"
niedziela,X369Y532,1,"POLYGON((16.8152360003769 52.4716736733667, 16.8078783002813 52.4715375037712, 16.808012302761 52.4688415986924, 16.8081016259603 52.4670443278194, 16.8154585779351 52.4671804754512, 16.8152360003769 52.4716736733667))"
sobota,X378Y557,10,"POLYGON((16.8794973960156 52.3604110717583, 16.8797125650398 52.3559175992282, 16.8826480901339 52.3559702541842, 16.8870513947438 52.3560490999656, 16.8868369691184 52.3605425936891, 16.8794973960156 52.3604110717583))"
niedziela,X378Y557,9,"POLYGON((16.8794973960156 52.3604110717583, 16.8797125650398 52.3559175992282, 16.8826480901339 52.3559702541842, 16.8870513947438 52.3560490999656, 16.8868369691184 52.3605425936891, 16.8794973960156 52.3604110717583))"
dzien_roboczy,X378Y557,7,"POLYGON((16.8794973960156 52.3604110717583, 16.8797125650398 52.3559175992282, 16.8826480901339 52.3559702541842, 16.8870513947438 52.3560490999656, 16.8868369691184 52.3605425936891, 16.8794973960156 52.3604110717583))"
sobota,X393Y547,19,"POLYGON((16.9951053710226 52.4029047936154, 16.9949015624044 52.4073985564954, 16.9912276319709 52.4073361693112, 16.9875537149956 52.4072736680186, 16.9877582692607 52.4027799252731, 16.9951053710226 52.4029047936154))"
niedziela,X393Y547,19,"POLYGON((16.9951053710226 52.4029047936154, 16.9949015624044 52.4073985564954, 16.9912276319709 52.4073361693112, 16.9875537149956 52.4072736680186, 16.9877582692607 52.4027799252731, 16.9951053710226 52.4029047936154))"
dzien_roboczy,X393Y547,14,"POLYGON((16.9951053710226 52.4029047936154, 16.9949015624044 52.4073985564954, 16.9912276319709 52.4073361693112, 16.9875537149956 52.4072736680186, 16.9877582692607 52.4027799252731, 16.9951053710226 52.4029047936154))"
sobota,X386Y547,168,"POLYGON((16.9361203041856 52.4063866690858, 16.936330077445 52.4018930693385, 16.9422074492394 52.4019955559811, 16.9436767977047 52.4020211320111, 16.9434677699582 52.4065147524071, 16.9361203041856 52.4063866690858))"
niedziela,X386Y547,164,"POLYGON((16.9361203041856 52.4063866690858, 16.936330077445 52.4018930693385, 16.9422074492394 52.4019955559811, 16.9436767977047 52.4020211320111, 16.9434677699582 52.4065147524071, 16.9361203041856 52.4063866690858))"
